string_id	all amino-acids	SUM(r_k*ln(r_k)) --> -H(amino-acids)	SUM(r_k*e_k)	ln(p)	cost_protein (5*n(aa))	decay	protein term (cost protein * decay)
4932.YPR141C	729.0	-2.78452343321	138.599451304	-12.0751757476	3645.0	27	98415.0
4932.YPR143W	250.0	-2.60750553867	118.916	-9.86472569934	1250.0	66	82500.0
4932.YPR144C	552.0	-2.83159676579	138.894927536	-9.77949473967	2760.0	39	107640.0
4932.YPR147C	304.0	-2.91421607008	162.332236842	-11.5791779595	1520.0	8	12160.0
4932.YPR148C	435.0	-2.753573729	132.868965517	-10.1227803474	2175.0	38	82650.0
4932.YPR152C	465.0	-2.81555231422	138.662365592	-12.7907632903	2325.0	1214	2822550.0
4932.YPR154W	215.0	-2.72228306523	120.665116279	-10.9675161612	1075.0	384	412800.0
4932.YPR155C	616.0	-2.83942905409	138.123376623	-11.2344389216	3080.0	41	126280.0
4932.YPR156C	622.0	-2.86406713662	135.255627009	-8.60123473876	3110.0	35	108850.0
4932.YPR159W	720.0	-2.86646240269	138.906944445	-8.77971117316	3600.0	324	1166400.0
4932.YPR161C	657.0	-2.87699725653	138.92541857	-10.8823729139	3285.0	12	39420.0
4932.YPR162C	529.0	-2.83574677788	130.196597354	-10.4946836559	2645.0	67	177215.0
4932.YPR163C	436.0	-2.75201347913	115.288990825	-7.15915615142	2180.0	67	146060.0
4932.YPR167C	261.0	-2.87585864653	152.636015325	-12.4270416204	1305.0	54	70470.0
4932.YPR168W	157.0	-2.79733202149	116.050955414	-10.8028714434	785.0	55	43175.0
4932.YPR169W	492.0	-2.79824303259	142.867886178	-10.298438662	2460.0	50	123000.0
4932.YPR171W	576.0	-2.6960969652	116.472222222	-11.3180271339	2880.0	65	187200.0
4932.YPR172W	200.0	-2.84006231052	136.56	-10.8100941632	1000.0	142	142000.0
4932.YPR173C	437.0	-2.8114070118	119.187643021	-9.80052963197	2185.0	57	124545.0
4932.YPR174C	221.0	-2.82182847679	133.968325792	-11.5532511295	1105.0	139	153595.0
4932.YPR175W	689.0	-2.87501555216	135.124818578	-10.8328198561	3445.0	62	213590.0
4932.YPR176C	325.0	-2.87015606216	149.772307692	-13.6216945476	1625.0	-65	-105625.0
4932.YPR178W	465.0	-2.85300039309	139.864516129	-12.3805488047	2325.0	57	132525.0
4932.YPR179C	655.0	-2.83520674026	141.283969466	-12.6414467706	3275.0	30	98250.0
4932.YPR180W	347.0	-2.82098567209	121.873198848	-10.256325149	1735.0	85	147475.0
4932.YPR183W	267.0	-2.88629369907	135.003745319	-8.23276553233	1335.0	3	4005.0
4932.YPR184W	1536.0	-2.89988236378	144.10546875	-9.41902417274	7680.0	18	138240.0
4932.YPR187W	155.0	-2.80354895051	124.051612903	-9.05083655469	775.0	-3704	-2870600.0
4932.YPR188C	163.0	-2.74755892246	118.889570552	-12.6714805568	815.0	6	4890.0
4932.YPR189W	1432.0	-2.83645736244	140.254888268	-8.54681482062	7160.0	32	229120.0
4932.YPR190C	654.0	-2.79643887089	123.579510704	-9.7041084746	3270.0	27	88290.0
4932.YPR191W	368.0	-2.72833824363	107.516304348	-8.2866419624	1840.0	352	647680.0
4932.YAL031C	760.0	-2.8237489667	140.057894737	-11.0471449576	3800.0	17	64600.0
4932.YBL005W	976.0	-2.86342534434	144.967213114	-12.0547503368	4880.0	51	248880.0
4932.YBL018C	133.0	-2.83653230462	158.481203007	-13.276123293	665.0	45	29925.0
4932.YBL028C	106.0	-2.64849439727	149.018867924	-10.4128330542	530.0	73	38690.0
4932.YBL038W	232.0	-2.8461802297	139.577586207	-11.5597475179	1160.0	276	320160.0
4932.YBL107C	196.0	-2.82911048906	150.760204082	-13.7717605746	980.0	8	7840.0
4932.YBR097W	1454.0	-2.84682270071	138.535075653	-12.6551773993	7270.0	2	14540.0
4932.YBR271W	419.0	-2.82845149202	141.169451074	-13.0382069952	2095.0	80	167600.0
4932.YBR302C	379.0	-2.84159352324	170.936675462	-16.1857073157	1895.0	8	15160.0
4932.YCL008C	385.0	-2.8495505589	136.067532468	-13.8272674232	1925.0	46	88550.0
4932.YCL047C	258.0	-2.85598959671	146.573643411	-13.5933852595	1290.0	210	270900.0
4932.YCL052C	416.0	-2.86688615369	139.276442308	-10.7933145869	2080.0	-225	-468000.0
4932.YCR063W	157.0	-2.85115169107	183.783439491	-11.0292838572	785.0	26	20410.0
4932.YDL030W	530.0	-2.83500460455	145.833962264	-11.6320871826	2650.0	21	55650.0
4932.YDL035C	961.0	-2.84513987367	151.208116545	-11.2725410722	4805.0	31	148955.0
4932.YDL090C	431.0	-2.90590755406	151.387470998	-12.7070625934	2155.0	65	140075.0
4932.YDL091C	455.0	-2.83048000998	131.652747253	-13.1984631307	2275.0	7	15925.0
4932.YDL098C	194.0	-2.82938812491	149.360824742	-12.8707264178	970.0	35	33950.0
4932.YDL238C	489.0	-2.89656521389	145.72801636	-14.8206285733	2445.0	172	420540.0
4932.YDR052C	704.0	-2.83606386841	142.011363636	-11.9666091544	3520.0	12	42240.0
4932.YDR069C	926.0	-2.84743855961	149.034557235	-10.5611758335	4630.0	69	319470.0
4932.YDR111C	507.0	-2.87751297409	128.830374754	-10.6436742787	2535.0	35	88725.0
4932.YDR147W	534.0	-2.88457976172	160.234082397	-12.6122635335	2670.0	37	98790.0
4932.YDR179C	162.0	-2.77240786858	155.604938272	-12.8885138814	810.0	40	32400.0
4932.YDR191W	370.0	-2.86399027009	139.870270271	-13.4128439964	1850.0	33	61050.0
4932.YDR202C	351.0	-2.85077682175	141.247863248	-11.3076126375	1755.0	1058	1856790.0
4932.YDR222W	415.0	-2.86694103338	149.626506025	-13.4963677714	2075.0	76	157700.0
4932.YDR240C	492.0	-2.88652475578	144.87195122	-12.488001701	2460.0	268	659280.0
4932.YDR243C	588.0	-2.8535547633	131.105442178	-12.7722818233	2940.0	31	91140.0
4932.YDR252W	149.0	-2.77403581652	142.44966443	-11.8240355245	745.0	262	195190.0
4932.YDR410C	239.0	-2.82995694459	152.907949791	-11.3970878883	1195.0	249	297555.0
4932.YDR440W	582.0	-2.85106899052	139.26975945	-12.4857467036	2910.0	63	183330.0
4932.YDR444W	687.0	-2.86480432137	133.26783115	-12.4470361285	3435.0	4	13740.0
4932.YDR488C	533.0	-2.87090358093	136.478424015	-13.450459289	2665.0	55	146575.0
4932.YDR514C	483.0	-2.89211285959	153.204968944	-12.756289252	2415.0	35	84525.0
4932.YDR538W	242.0	-2.8157217562	128.55785124	-13.7906084018	1210.0	27	32670.0
4932.YER054C	548.0	-2.85622462293	138.879562044	-11.4206104349	2740.0	40	109600.0
4932.YER101C	430.0	-2.86513572422	142.997674418	-13.7448576869	2150.0	19	40850.0
4932.YER153C	254.0	-2.77637855397	130.905511811	-12.3183433652	1270.0	83	105410.0
4932.YFL062W	379.0	-2.83590201455	172.005277044	-15.0662034071	1895.0	115	217925.0
4932.YGL047W	202.0	-2.87062118624	135.841584159	-12.012607829	1010.0	-3088	-3118880.0
4932.YGL059W	491.0	-2.86421575994	149.600814664	-14.6411103092	2455.0	57	139935.0
4932.YGL077C	563.0	-2.86430779182	152.14920071	-8.53561652901	2815.0	26	73190.0
4932.YGL142C	616.0	-2.81659204461	147.058441558	-14.4710456873	3080.0	26	80080.0
4932.YGL143C	413.0	-2.83180296882	125.162227603	-14.0080998322	2065.0	123	253995.0
4932.YGL194C	452.0	-2.87374220015	143.920353982	-10.6435175744	2260.0	125	282500.0
4932.YGL212W	316.0	-2.80289004605	128.291139241	-10.8521899859	1580.0	61	96380.0
4932.YGL254W	299.0	-2.8807145573	173.311036789	-13.5060719054	1495.0	84	125580.0
4932.YGR026W	278.0	-2.8147262387	171.712230216	-9.18203758561	1390.0	63	87570.0
4932.YGR091W	494.0	-2.82890640094	132.402834008	-12.5796837978	2470.0	33	81510.0
4932.YGR122W	402.0	-2.81518556914	137.798507463	-12.6652912711	2010.0	138	277380.0
4932.YGR129W	215.0	-2.73195345999	131.213953488	-13.0486134685	1075.0	81	87075.0
4932.YGR201C	225.0	-2.85272716691	139.924444444	-14.1958729074	1125.0	120	135000.0
4932.YGR220C	269.0	-2.85273182079	139.840148699	-10.5441393095	1345.0	65	87425.0
4932.YGR247W	239.0	-2.8843630454	149.259414226	-12.1100011346	1195.0	21	25095.0
4932.YGR257C	366.0	-2.8793826794	150.972677595	-10.2687600961	1830.0	32	58560.0
4932.YGR287C	589.0	-2.89402193113	158.772495756	-13.5914811949	2945.0	4816	14183120.0
4932.YHL024W	713.0	-2.8585915529	140.140252454	-12.3127176359	3565.0	158	563270.0
4932.YHL048W	381.0	-2.83919137502	167.994750656	-11.6738403995	1905.0	19	36195.0
4932.YHR031C	723.0	-2.83945229719	127.526970954	-13.5754887702	3615.0	8	28920.0
4932.YHR116W	151.0	-2.73968468141	153.728476821	-11.8716038901	755.0	3	2265.0
4932.YHR144C	312.0	-2.89464635519	153.631410257	-13.3001604307	1560.0	41	63960.0
4932.YHR156C	340.0	-2.75419934973	154.670588235	-14.23294062	1700.0	7	11900.0
4932.YHR204W	796.0	-2.88970763411	142.657035176	-12.7615734956	3980.0	27	107460.0
4932.YHR209W	291.0	-2.88717307642	150.62886598	-12.8541749866	1455.0	40	58200.0
4932.YIL007C	220.0	-2.80764451092	127.3	-13.0034088922	1100.0	674	741400.0
4932.YIL147C	1220.0	-2.82434573294	119.312295082	-12.7786123688	6100.0	34	207400.0
4932.YIL153W	393.0	-2.91356222776	153.473282443	-10.7740035218	1965.0	131	257415.0
4932.YIL172C	589.0	-2.89316248654	158.12393888	-15.391413692	2945.0	35	103075.0
4932.YJL004C	203.0	-2.79767769776	145.39408867	-12.4622801626	1015.0	57	57855.0
4932.YJL057C	667.0	-2.87023250572	135.434782608	-12.6870614455	3335.0	21	70035.0
4932.YJL065C	167.0	-2.77481480271	121.131736527	-11.5644159338	835.0	29	24215.0
4932.YJL071W	574.0	-2.85546009861	140.581881533	-14.113460457	2870.0	8	22960.0
4932.YJL134W	409.0	-2.89131691519	165.650366748	-14.895803337	2045.0	12	24540.0
4932.YJL209W	654.0	-2.85699735191	156.281345566	-11.7925897788	3270.0	43	140610.0
4932.YJR067C	141.0	-2.84310993807	140.865248226	-12.5529505845	705.0	-385	-271425.0
4932.YJR078W	453.0	-2.89351434004	143.474613686	-12.5219777274	2265.0	20	45300.0
4932.YJR098C	655.0	-2.85521280569	136.525190839	-12.5702191426	3275.0	54	176850.0
4932.YJR126C	811.0	-2.87930216907	139.200986437	-11.2450488398	4055.0	14	56770.0
4932.YJR147W	358.0	-2.87325906886	145.966480446	-11.5085322789	1790.0	42	75180.0
4932.YJR161C	383.0	-2.84554549447	175.206266319	-14.5142876079	1915.0	23	44045.0
4932.YKL048C	640.0	-2.85346572949	140.659375	-13.5555451887	3200.0	42	134400.0
4932.YKL134C	770.0	-2.89697199752	150.354545454	-10.9757356847	3850.0	37	142450.0
4932.YKL149C	405.0	-2.90208357666	169.037037037	-13.7186716819	2025.0	20	40500.0
4932.YKR086W	1071.0	-2.85707397164	131.605975724	-12.8857501286	5355.0	4	21420.0
4932.YKR088C	337.0	-2.82249836272	129.005934718	-10.1168228895	1685.0	98	165130.0
4932.YKR090W	706.0	-2.84331539748	133.770538244	-10.1116258119	3530.0	98	345940.0
4932.YLL012W	573.0	-2.89732135875	154.998254799	-10.1543599831	2865.0	32	91680.0
4932.YLL027W	250.0	-2.82382663578	134.816	-10.4271994131	1250.0	85	106250.0
4932.YLL058W	575.0	-2.83948778819	129.580869566	-12.837021782	2875.0	38	109250.0
4932.YLR011W	191.0	-2.83454981666	135.057591623	-14.4580584871	955.0	84	80220.0
4932.YLR139C	643.0	-2.78086730068	138.276827371	-12.6202771894	3215.0	-3308	-10635220.0
4932.YLR223C	1085.0	-2.73845731076	128.749308756	-11.9386633012	5425.0	62	336350.0
4932.YLR226W	395.0	-2.84999549657	147.402531645	-11.033053953	1975.0	115	227125.0
4932.YLR239C	328.0	-2.86844936645	142.932926829	-13.7917314914	1640.0	-83	-136120.0
4932.YLR275W	110.0	-2.7590791122	139.190909091	-13.0046348081	550.0	44	24200.0
4932.YLR289W	645.0	-2.85456351156	128.108527132	-11.6020237506	3225.0	-82	-264450.0
4932.YLR316C	322.0	-2.87475276535	154.201863354	-13.0868238581	1610.0	25	40250.0
4932.YLR323C	259.0	-2.79228696091	167.266409267	-14.0057507558	1295.0	45	58275.0
4932.YLR326W	240.0	-2.91457563214	163.5375	-13.7423498355	1200.0	115	138000.0
4932.YLR361C	578.0	-2.89822822548	149.94982699	-12.5061208246	2890.0	10	28900.0
4932.YLR390W	112.0	-2.81512440224	135.535714286	-13.179530205	560.0	190	106400.0
4932.YLR392C	518.0	-2.85865562442	137.088803089	-12.4180764629	2590.0	-218	-564620.0
4932.YLR407W	229.0	-2.81224548886	140.349344978	-10.8822162123	1145.0	46	52670.0
4932.YML009C	70.0	-2.60777931329	125.485714286	-12.2360523536	350.0	664	232400.0
4932.YML027W	385.0	-2.71773692141	121.664935065	-13.3940490828	1925.0	3	5775.0
4932.YML132W	379.0	-2.84159352324	170.936675462	-14.6760905619	1895.0	33	62535.0
4932.YMR097C	367.0	-2.84850058197	139.073569483	-13.6267295558	1835.0	69	126615.0
4932.YMR098C	612.0	-2.8420355724	140.911764706	-13.0681631195	3060.0	-124	-379440.0
4932.YMR124W	943.0	-2.78513223604	123.706256628	-9.8542464677	4715.0	430	2027450.0
4932.YMR179W	758.0	-2.8076128648	126.777044855	-11.9818128531	3790.0	45	170550.0
4932.YMR204C	420.0	-2.81660011955	131.509523809	-13.8888149336	2100.0	30	63000.0
4932.YMR213W	590.0	-2.82243824642	131.525423729	-12.9866806177	2950.0	28	82600.0
4932.YMR293C	464.0	-2.79477830614	119.724137931	-13.9322781386	2320.0	85	197200.0
4932.YNL011C	444.0	-2.83687194242	138.621621621	-12.1621307553	2220.0	28	62160.0
4932.YNL029C	522.0	-2.91965512142	166.511494253	-13.3010381644	2610.0	16	41760.0
4932.YNL152W	409.0	-2.82842277425	136.391198044	-13.1461146313	2045.0	26	53170.0
4932.YNL242W	1592.0	-2.83053825128	128.3209799	-11.225810861	7960.0	574	4569040.0
4932.YNL295W	524.0	-2.87369638311	150.255725191	-12.5379564091	2620.0	15	39300.0
4932.YNL336W	381.0	-2.83457137465	171.412073491	-10.2513064403	1905.0	58	110490.0
4932.YOL011W	686.0	-2.84730081656	129.750728862	-10.4814147456	3430.0	15	51450.0
4932.YOL017W	714.0	-2.87024459716	147.078431372	-14.1170917361	3570.0	30	107100.0
4932.YOL072W	455.0	-2.86948951996	148.984615385	-13.7299478402	2275.0	66	150150.0
4932.YOL117W	645.0	-2.81020644718	141.751937985	-13.5700232895	3225.0	51	164475.0
4932.YOR006C	313.0	-2.84700847907	157.060702875	-11.0101309008	1565.0	58	90770.0
4932.YOR081C	749.0	-2.84981651978	140.29105474	-11.0031164433	3745.0	17	63665.0
4932.YOR179C	188.0	-2.79532732663	137.521276596	-11.6644106225	940.0	287	269780.0
4932.YOR213C	248.0	-2.87989557348	149.500000001	-14.134396844	1240.0	68	84320.0
4932.YOR256C	809.0	-2.85203234714	134.734239802	-12.5774901407	4045.0	2	8090.0
4932.YOR274W	428.0	-2.89506658295	161.079439252	-11.1854638053	2140.0	12	25680.0
4932.YOR349W	1014.0	-2.82685038832	141.444773176	-11.6685568834	5070.0	16	81120.0
4932.YPL006W	1170.0	-2.88281042496	145.902564102	-12.1870770306	5850.0	84	491400.0
4932.YPL057C	382.0	-2.85689379019	162.410994764	-10.1755989015	1910.0	33	63030.0
4932.YPL103C	468.0	-2.90880428017	164.632478633	-13.8940617716	2340.0	14	32760.0
4932.YPL138C	353.0	-2.89307137222	178.866855524	-13.4867816659	1765.0	40	70600.0
4932.YPL152W	358.0	-2.89884655516	165.592178772	-12.7169335259	1790.0	-1019	-1824010.0
4932.YPL193W	381.0	-2.8350931815	142.979002625	-14.0548241255	1905.0	30	57150.0
4932.YPL202C	416.0	-2.8167928334	142.180288461	-14.8282821192	2080.0	35	72800.0
4932.YPR045C	470.0	-2.8518624237	146.474468085	-10.6871310123	2350.0	58	136300.0
4932.YPR046W	181.0	-2.69727507317	129.574585635	-12.7670649048	905.0	104	94120.0
4932.YPR068C	470.0	-2.89694836743	159.102127659	-14.6936949373	2350.0	6	14100.0
4932.YPR186C	429.0	-2.85575145262	179.375291375	-13.6553040723	2145.0	99	212355.0
4932.YAL032C	379.0	-2.82651464825	124.224274406	-11.5625756861	1895.0	474	898230.0
4932.YAL056W	880.0	-2.88080272156	140.067045455	-14.7797841416	4400.0	8	35200.0
4932.YAR003W	426.0	-2.88613860697	150.596244132	-13.7144696962	2130.0	42	89460.0
4932.YBL010C	280.0	-2.81436829977	138.146428571	-14.2599673044	1400.0	111	155400.0
4932.YBL021C	144.0	-2.82889121196	135.458333333	-11.8497665211	720.0	51	36720.0
4932.YBL029W	376.0	-2.72817476985	130.888297872	-13.1144439905	1880.0	31	58280.0
4932.YBL052C	831.0	-2.85855102442	147.553549939	-12.7061168164	4155.0	7	29085.0
4932.YBL060W	687.0	-2.84979358408	147.858806404	-15.434906487	3435.0	22	75570.0
4932.YBL074C	355.0	-2.89787935268	160.732394366	-12.2051477013	1775.0	250	443750.0
4932.YBL091C-A	175.0	-2.83401818323	125.0	-15.3038159327	875.0	15	13125.0
4932.YBL108W	101.0	-2.82666044659	192.455445545	-16.4733437574	505.0	8	4040.0
4932.YBR007C	736.0	-2.80280578607	138.622282609	-14.2684094077	3680.0	20	73600.0
4932.YBR028C	525.0	-2.85318465623	139.552380952	-9.86332213519	2625.0	64	168000.0
4932.YBR043C	689.0	-2.87531782182	134.103047896	-10.7633488602	3445.0	30	103350.0
4932.YBR062C	180.0	-2.87136607347	162.338888889	-14.5994485245	900.0	8	7200.0
4932.YBR066C	220.0	-2.82914506801	166.413636363	-14.0237893591	1100.0	10	11000.0
4932.YBR071W	211.0	-2.65790615902	134.023696683	-14.5859935273	1055.0	3	3165.0
4932.YBR105C	362.0	-2.87735390763	142.127071823	-9.47590866025	1810.0	-3982	-7207420.0
4932.YBR119W	298.0	-2.75380090603	126.174496644	-13.2999447642	1490.0	-18948	-28232520.0
4932.YBR131W	704.0	-2.83560287774	143.984375	-11.0885174491	3520.0	30	105600.0
4932.YBR132C	596.0	-2.88905935642	144.540268456	-9.65324745504	2980.0	89	265220.0
4932.YBR138C	524.0	-2.76652964838	138.801526718	-12.9830916326	2620.0	5	13100.0
4932.YBR141C	337.0	-2.83308612271	146.537091988	-14.6834704362	1685.0	13	21905.0
4932.YBR148W	609.0	-2.76526974842	140.446633826	-12.1682251156	3045.0	18	54810.0
4932.YBR156C	698.0	-2.76458594078	131.462750716	-11.8098572849	3490.0	13	45370.0
4932.YBR158W	549.0	-2.86447095015	144.162112933	-12.4641619233	2745.0	17	46665.0
4932.YBR162W-A	65.0	-2.65716347433	130.769230769	-12.6852642761	325.0	4	1300.0
4932.YBR167C	140.0	-2.75141216161	143.028571428	-12.5702286551	700.0	66	46200.0
4932.YBR168W	413.0	-2.84915587053	154.624697337	-15.8929743975	2065.0	49	101185.0
4932.YBR188C	140.0	-2.76971083806	121.507142857	-11.8955234619	700.0	-268	-187600.0
4932.YBR197C	217.0	-2.80106477931	130.382488479	-14.3136202488	1085.0	93	100905.0
4932.YBR201W	211.0	-2.84580748762	155.17535545	-14.1952133631	1055.0	3	3165.0
4932.YBR225W	900.0	-2.83650626586	138.075555556	-13.5328445228	4500.0	9	40500.0
4932.YBR235W	1120.0	-2.86536501004	130.432142857	-14.6413776674	5600.0	31	173600.0
4932.YBR238C	731.0	-2.89907794486	156.875512995	-12.7825590828	3655.0	19	69445.0
4932.YBR255W	694.0	-2.83262058568	140.873198847	-13.3191532754	3470.0	3	10410.0
4932.YBR290W	321.0	-2.84682804337	126.457943925	-10.7256100244	1605.0	48	77040.0
4932.YBR299W	584.0	-2.89907745136	158.513698631	-12.3628901489	2920.0	42	122640.0
4932.YCL005W	256.0	-2.87454925044	142.8125	-15.0290779572	1280.0	42	53760.0
4932.YCL056C	144.0	-2.7531149617	163.006944444	-13.3853104572	720.0	37	26640.0
4932.YCL063W	423.0	-2.79729205198	125.78250591	-13.9098661907	2115.0	31	65565.0
4932.YCR008W	603.0	-2.88640661705	149.529021559	-13.7018545986	3015.0	12	36180.0
4932.YCR018C	221.0	-2.77757741324	152.294117647	-13.44678091	1105.0	2	2210.0
4932.YCR020C	215.0	-2.8513008056	165.339534884	-15.4960148162	1075.0	65	69875.0
4932.YCR038C	642.0	-2.85025429054	150.099688474	-12.4952161597	3210.0	122	391620.0
4932.YCR039C	210.0	-2.74431267146	132.719047619	-16.4851850593	1050.0	107	112350.0
4932.YCR043C	127.0	-2.86615054411	187.039370079	-10.9271440243	635.0	27	17145.0
4932.YCR048W	610.0	-2.90476581191	163.621311476	-15.1343819742	3050.0	36	109800.0
4932.YCR065W	564.0	-2.84351733264	136.929078014	-11.4782515665	2820.0	15	42300.0
4932.YCR068W	520.0	-2.91754387964	159.661538461	-12.8030432163	2600.0	12	31200.0
4932.YCR069W	318.0	-2.87050616178	141.433962264	-12.1105080979	1590.0	41	65190.0
4932.YCR075C	260.0	-2.86617803004	172.673076923	-13.6405270115	1300.0	7	9100.0
4932.YDL008W	165.0	-2.91169789077	170.787878788	-11.451757359	825.0	11	9075.0
4932.YDL036C	462.0	-2.8857078527	145.716450216	-14.1934831414	2310.0	129	297990.0
4932.YDL069C	229.0	-2.77057894883	141.707423581	-14.4448663358	1145.0	120	137400.0
4932.YDL085W	545.0	-2.86417005282	132.355963303	-13.1102416707	2725.0	48	130800.0
4932.YDL087C	261.0	-2.85614464364	146.938697318	-13.7121365973	1305.0	-591	-771255.0
4932.YDL104C	407.0	-2.87191819992	136.695331696	-13.4690304564	2035.0	130	264550.0
4932.YDL105W	402.0	-2.83093938574	135.529850747	-14.9864247621	2010.0	25	50250.0
4932.YDL123W	140.0	-2.79700634997	144.857142857	-10.6305705749	700.0	63	44100.0
4932.YDL138W	763.0	-2.84411285057	125.786369594	-14.5605283319	3815.0	3	11445.0
4932.YDL146W	491.0	-2.83269968996	143.236252546	-11.7381334887	2455.0	3	7365.0
4932.YDL149W	997.0	-2.86184015461	141.902708124	-11.8593480651	4985.0	2	9970.0
4932.YDL177C	170.0	-2.84477674932	154.95882353	-15.3336398765	850.0	110	93500.0
4932.YDL203C	623.0	-2.86304183712	140.247191012	-10.996427968	3115.0	24	74760.0
4932.YDL216C	440.0	-2.85080246219	144.938636364	-13.7364221688	2200.0	24	52800.0
4932.YDL227C	586.0	-2.90291093559	152.377133107	-13.3736732906	2930.0	2	5860.0
4932.YDL233W	458.0	-2.86499848913	128.79257642	-13.2631950696	2290.0	45	103050.0
4932.YDL241W	123.0	-2.78908095295	147.195121951	-14.7398095869	615.0	13	7995.0
4932.YDR003W	210.0	-2.85946668279	129.538095238	-11.0776508055	1050.0	78	81900.0
4932.YDR007W	224.0	-2.81725273054	122.151785714	-11.4268547422	1120.0	52	58240.0
4932.YDR014W	647.0	-2.77485811154	137.015455951	-14.0430274559	3235.0	15	48525.0
4932.YDR020C	232.0	-2.81428037949	134.715517241	-11.8201712249	1160.0	27	31320.0
4932.YDR022C	196.0	-2.70543681603	121.234693878	-15.244562025	980.0	165	161700.0
4932.YDR043C	231.0	-2.87140675736	161.662337662	-13.9853663467	1155.0	10	11550.0
4932.YDR065W	365.0	-2.81486416165	158.654794521	-12.8705816985	1825.0	31	56575.0
4932.YDR066C	196.0	-2.84717949598	153.372448979	-12.3924684786	980.0	113	110740.0
4932.YDR075W	308.0	-2.89789657352	150.532467532	-11.4557572835	1540.0	61	93940.0
4932.YDR076W	406.0	-2.83384869531	132.852216749	-12.9492428743	2030.0	14	28420.0
4932.YDR090C	310.0	-2.87660850641	147.358064516	-10.7539887535	1550.0	87	134850.0
4932.YDR103W	917.0	-2.82457308202	130.05125409	-11.4211715336	4585.0	5	22925.0
4932.YDR109C	715.0	-2.89280265526	137.855944056	-13.2365155371	3575.0	3	10725.0
4932.YDR115W	105.0	-2.5850009459	135.285714286	-12.6757169603	525.0	93	48825.0
4932.YDR118W	652.0	-2.83750296105	136.311349693	-11.8932018933	3260.0	100	326000.0
4932.YDR124W	324.0	-2.8294953787	142.138888889	-12.008652959	1620.0	65	105300.0
4932.YDR125C	453.0	-2.87199397317	159.10816777	-13.198867783	2265.0	33	74745.0
4932.YDR128W	1148.0	-2.90087244512	153.641986063	-13.4716498649	5740.0	3	17220.0
4932.YDR159W	1301.0	-2.8435478931	138.724058417	-13.1318562968	6505.0	35	227675.0
4932.YDR179W-A	463.0	-2.85567960649	154.349892008	-15.0471234055	2315.0	24	55560.0
4932.YDR183W	230.0	-2.80763984672	139.469565218	-13.7893458206	1150.0	20	23000.0
4932.YDR184C	294.0	-2.71916443882	139.105442177	-14.3289125464	1470.0	2	2940.0
4932.YDR185C	179.0	-2.88946229695	163.150837989	-14.0277412345	895.0	25	22375.0
4932.YDR197W	389.0	-2.82398178057	135.264781491	-13.4019671818	1945.0	73	141985.0
4932.YDR198C	479.0	-2.83667566115	152.78079332	-13.4939983301	2395.0	28	67060.0
4932.YDR217C	1309.0	-2.82891186705	131.040488924	-12.2684664601	6545.0	-562	-3678290.0
4932.YDR230W	115.0	-2.78276072561	136.304347826	-13.9615866587	575.0	3	1725.0
4932.YDR275W	235.0	-2.80922416003	136.85106383	-13.925299083	1175.0	73	85775.0
4932.YDR277C	433.0	-2.82047036137	136.205542725	-10.5423594781	2165.0	28	60620.0
4932.YDR288W	303.0	-2.77787759448	120.693069307	-13.7023477156	1515.0	22	33330.0
4932.YDR291W	1077.0	-2.9037819644	143.817084494	-12.0327384868	5385.0	16	86160.0
4932.YDR309C	383.0	-2.73708527365	127.328981723	-11.7755789476	1915.0	13	24895.0
4932.YDR314C	692.0	-2.85603790209	153.343930636	-16.3137392332	3460.0	11	38060.0
4932.YDR319C	274.0	-2.85581665304	179.762773722	-14.1838680393	1370.0	44	60280.0
4932.YDR323C	515.0	-2.84497778926	157.662135922	-11.9246765184	2575.0	3	7725.0
4932.YDR332W	689.0	-2.86137503913	142.611030479	-14.5468214986	3445.0	46	158470.0
4932.YDR338C	695.0	-2.85826904845	131.627338129	-13.7042132384	3475.0	18	62550.0
4932.YDR357C	122.0	-2.77308197455	146.0	-15.3317227588	610.0	22	13420.0
4932.YDR364C	455.0	-2.87234080494	156.013186814	-11.2556656161	2275.0	38	86450.0
4932.YDR367W	221.0	-2.83546231241	155.796380091	-10.5821298643	1105.0	173	191165.0
4932.YDR370C	442.0	-2.8822374707	153.502262443	-14.1792244158	2210.0	54	119340.0
4932.YDR371W	511.0	-2.8699277806	156.287671232	-12.9632088265	2555.0	62	158410.0
4932.YDR379C-A	79.0	-2.7710147833	150.025316456	-14.4424494199	395.0	11	4345.0
4932.YDR409W	904.0	-2.80796225512	130.216814159	-12.1077846649	4520.0	7	31640.0
4932.YDR419W	632.0	-2.86375050124	148.530063291	-13.121615334	3160.0	61	192760.0
4932.YDR437W	140.0	-2.79552028501	157.442857143	-14.7707446895	700.0	-109	-76300.0
4932.YDR451C	353.0	-2.80901884837	137.796033994	-14.1893612894	1765.0	3	5295.0
4932.YDR461W	36.0	-2.65472422536	153.944444445	-10.7857034264	180.0	93	16740.0
4932.YDR478W	198.0	-2.75306617287	158.040404041	-14.6930037209	990.0	75	74250.0
4932.YDR479C	554.0	-2.86432035658	138.209386282	-11.1305036502	2770.0	52	144040.0
4932.YDR482C	135.0	-2.69024055896	137.081481482	-12.5839039866	675.0	2	1350.0
4932.YDR492W	316.0	-2.86886242238	168.987341772	-16.5697066128	1580.0	49	77420.0
4932.YDR506C	608.0	-2.91059953463	157.157894737	-13.9608449529	3040.0	10	30400.0
